year,age,age_gp,edu,parity,add_exp,intention,race,marital,birth_5yr,birth_5yr_binary,race_only,hisp_only,marital_formal,weight,SECU,SEST,wants_more_kids
2015-2017,31,30-34,Post-Grad,0,0,0,Other or Multiple,Married,0,0,Other,Non-Hispanic,Married,6050.59666709597,1,309,0
2015-2017,30,30-34,Bachelor,1,1,2,Hispanic,Married,1,1,Other,Hispanic,Married,7434.31133825816,2,309,1
2015-2017,22,20-24,Some College,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,8960.60226972408,1,367,1
2015-2017,41,40-44,Some College,2,1,3,Hispanic,Never Married,0,0,White,Hispanic,Never Married,2785.89973531904,3,312,1
2015-2017,23,20-24,Some College,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,11269.2136928452,3,364,1
2015-2017,20,20-24,Some College,0,3,3,Hispanic,Never Married,0,0,White,Hispanic,Never Married,7564.32448729748,1,330,1
2015-2017,37,35-39,HS,2,0,2,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,1924.916,1,316,0
2015-2017,19,15-19,<HS,0,2,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,9567.64110655293,3,329,1
2015-2017,25,25-29,Bachelor,0,1,1,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,6297.62241400881,3,365,1
2015-2017,28,25-29,<HS,2,1,3,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3196.70875948457,2,322,1
2015-2017,15,15-19,<HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,5417.5066754336,1,316,1
2015-2017,31,30-34,Bachelor,0,4,4,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,4808.48976774189,3,365,1
2015-2017,41,40-44,Post-Grad,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,13192.5634397239,2,343,0
2015-2017,40,40-44,Bachelor,1,0,1,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,7447.28130153236,4,364,0
2015-2017,17,15-19,<HS,0,4,4,Hispanic,Never Married,0,0,White,Hispanic,Never Married,3059.42945805042,4,309,1
2015-2017,35,35-39,Bachelor,0,0,0,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,8019.55303771125,1,311,0
2015-2017,42,40-44,HS,5,0,5,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,10972.7323041502,1,309,0
2015-2017,37,35-39,Bachelor,1,0,1,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,5888.92220859479,2,367,0
2015-2017,26,25-29,Some College,3,0,3,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,18546.1486454995,3,329,0
2015-2017,20,20-24,<HS,0,2,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,6463.26757492048,4,316,1
2015-2017,21,20-24,Some College,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,17563.5853071758,4,331,1
2015-2017,15,15-19,<HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,3304.62457027846,4,337,1
2015-2017,43,40-44,Bachelor,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,106774.4,1,365,0
2015-2017,20,20-24,HS,0,2,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,22498.2961370938,4,343,1
2015-2017,29,25-29,Bachelor,0,2,2,Other or Multiple,Married,0,0,Other,Non-Hispanic,Married,3935.56643878407,1,367,1
2015-2017,25,25-29,Some College,0,2,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,6581.32322944013,3,311,1
2015-2017,29,25-29,Some College,1,1,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3970.85222878919,3,330,1
2015-2017,29,25-29,<HS,1,3,4,Other or Multiple,Cohabitating,0,0,Other,Non-Hispanic,Never Married,7550.84287418526,2,322,1
2015-2017,42,40-44,Post-Grad,2,0,2,Other or Multiple,Married,0,0,Other,Non-Hispanic,Married,6405.33425809336,4,367,0
2015-2017,29,25-29,Bachelor,0,2,2,Other or Multiple,Never Married,0,0,White,Non-Hispanic,Never Married,5495.95836602294,3,309,1
2015-2017,41,40-44,Bachelor,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,24935.0471060868,2,364,0
2015-2017,15,15-19,<HS,0,0,0,Hispanic,Never Married,0,0,White,Hispanic,Never Married,7558.88216870548,4,351,0
2015-2017,23,20-24,Bachelor,1,1,2,Non-Hispanic Black,Cohabitating,0,0,Black,Non-Hispanic,Never Married,23710.844068803,3,366,1
2015-2017,39,35-39,HS,1,0,1,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,4808.8764718853,3,365,0
2015-2017,17,15-19,<HS,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,14018.6033099644,4,343,1
2015-2017,20,20-24,HS,0,0,0,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,1924.916,2,368,0
2015-2017,16,15-19,<HS,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3445.14989749759,2,329,1
2015-2017,35,35-39,Post-Grad,3,0,3,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,4975.55279556098,4,309,0
2015-2017,17,15-19,<HS,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,9057.09646589308,1,365,1
2015-2017,31,30-34,HS,4,2,6,Non-Hispanic White,Formerly Married,3,1,White,Non-Hispanic,Formerly Married,6261.19160149922,4,309,1
2015-2017,27,25-29,HS,1,1,2,Hispanic,Married,1,1,White,Hispanic,Married,10357.1712706102,3,331,1
2015-2017,39,35-39,Some College,2,0,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,2371.83468317792,1,312,0
2015-2017,25,25-29,Some College,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,7547.43743312198,2,366,1
2015-2017,38,35-39,HS,4,0,4,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,15723.4173512456,4,309,0
2015-2017,23,20-24,HS,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,4885.31957014931,3,368,0
2015-2017,21,20-24,Some College,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,9872.70191703954,3,367,1
2015-2017,34,30-34,Some College,2,0,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,8445.56680435151,3,329,0
2015-2017,28,25-29,Bachelor,0,2,2,Hispanic,Married,0,0,White,Hispanic,Married,6707.20291979069,3,329,1
2015-2017,39,35-39,Some College,2,0,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,3838.3082959642,2,347,0
2015-2017,19,15-19,Some College,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,10593.7279210303,3,347,1
2015-2017,28,25-29,Post-Grad,0,2,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,46596.1978551484,3,365,1
2015-2017,17,15-19,<HS,0,6,6,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,6471.68103073836,4,309,1
2015-2017,31,30-34,Post-Grad,0,2,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,9966.07869868622,3,337,1
2015-2017,31,30-34,<HS,2,0,2,Hispanic,Cohabitating,0,0,White,Hispanic,Never Married,3584.92804384604,2,331,0
2015-2017,28,25-29,HS,1,1,2,Hispanic,Married,1,1,White,Hispanic,Married,9343.7053552061,1,330,1
2015-2017,18,15-19,HS,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,19512.1072463054,3,366,1
2015-2017,35,35-39,HS,4,1,5,Non-Hispanic White,Never Married,1,1,White,Non-Hispanic,Never Married,19965.1158754591,4,329,1
2015-2017,37,35-39,HS,3,0,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,42338.0927371969,1,322,0
2015-2017,22,20-24,HS,0,0,0,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,2405.13338759338,4,364,0
2015-2017,25,25-29,HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,11561.8779350374,2,337,1
2015-2017,25,25-29,Bachelor,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,3778.35935307535,3,365,1
2015-2017,19,15-19,HS,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,4622.51252587886,1,330,1
2015-2017,28,25-29,HS,0,1,1,Hispanic,Married,0,0,White,Hispanic,Married,3986.75435038867,1,330,1
2015-2017,41,40-44,Some College,3,0,3,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,13442.0507225697,3,316,0
2015-2017,22,20-24,HS,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,2291.85635984406,2,329,1
2015-2017,21,20-24,Some College,0,4,4,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,106774.4,3,329,1
2015-2017,34,30-34,HS,0,2,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,6210.77415066015,4,311,1
2015-2017,37,35-39,Some College,3,0,3,Hispanic,Married,0,0,White,Hispanic,Married,13862.6071963391,1,309,0
2015-2017,16,15-19,<HS,1,2,3,Hispanic,Never Married,1,1,White,Hispanic,Never Married,9117.26156233996,3,331,1
2015-2017,17,15-19,<HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,40020.0100266178,3,366,1
2015-2017,18,15-19,HS,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,2556.77991006364,1,347,1
2015-2017,24,20-24,<HS,2,1,3,Non-Hispanic White,Married,2,1,White,Non-Hispanic,Married,7683.74988339129,3,365,1
2015-2017,38,35-39,<HS,3,0,3,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,8175.18826964335,3,365,0
2015-2017,43,40-44,Some College,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,4560.98708530246,2,329,0
2015-2017,20,20-24,HS,1,1,2,Non-Hispanic White,Cohabitating,1,1,White,Non-Hispanic,Never Married,14516.969255234,1,322,1
2015-2017,33,30-34,<HS,4,0,4,Non-Hispanic Black,Cohabitating,0,0,Black,Non-Hispanic,Never Married,24187.6515023292,4,330,0
2015-2017,43,40-44,Bachelor,0,0,0,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,9559.21618451545,3,330,0
2015-2017,18,15-19,<HS,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,6616.86261390799,4,368,1
2015-2017,20,20-24,HS,0,1,1,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,1924.916,4,367,1
2015-2017,34,30-34,<HS,2,0,2,Non-Hispanic Black,Cohabitating,1,1,Black,Non-Hispanic,Never Married,6167.42660148795,2,337,0
2015-2017,39,35-39,Some College,4,0,4,Hispanic,Married,0,0,White,Hispanic,Married,3385.99146765672,4,330,0
2015-2017,18,15-19,HS,0,2,2,Other or Multiple,Never Married,0,0,Black,Non-Hispanic,Never Married,3620.39287637,4,347,1
2015-2017,40,40-44,HS,1,0,1,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,5399.21290044596,2,367,0
2015-2017,20,20-24,HS,1,1,2,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,19836.6132420903,2,367,1
2015-2017,18,15-19,HS,0,0,0,Hispanic,Never Married,0,0,White,Hispanic,Never Married,14719.3230235229,2,347,0
2015-2017,35,35-39,Some College,3,0,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,4731.33342786514,2,309,0
2015-2017,17,15-19,<HS,0,2,2,Other or Multiple,Never Married,0,0,White,Non-Hispanic,Never Married,2898.68675899059,4,312,1
2015-2017,32,30-34,Some College,2,0,2,Hispanic,Cohabitating,2,1,White,Hispanic,Never Married,7584.4517554498,2,309,0
2015-2017,20,20-24,Some College,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,15135.0530555694,1,364,1
2015-2017,23,20-24,HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,4877.64601334638,2,329,1
2015-2017,42,40-44,Bachelor,3,0,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,25637.9134842057,1,331,0
2015-2017,18,15-19,<HS,0,4,4,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,16110.2049455002,3,312,1
2015-2017,43,40-44,HS,3,0,3,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,8756.01303505647,2,311,0
2015-2017,20,20-24,Some College,0,0,0,Hispanic,Never Married,0,0,White,Hispanic,Never Married,7922.54541102922,3,312,0
2015-2017,30,30-34,Bachelor,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,3502.14998344383,2,305,1
2015-2017,25,25-29,HS,1,2.5,3.5,Hispanic,Never Married,1,1,White,Hispanic,Never Married,11543.5267910063,3,364,1
2015-2017,21,20-24,<HS,1,1,2,Other or Multiple,Never Married,1,1,Other,Non-Hispanic,Never Married,6076.33711136562,3,368,1
2015-2017,38,35-39,<HS,4,0,4,Hispanic,Married,2,1,White,Hispanic,Married,8054.31249694028,1,364,0
2015-2017,24,20-24,<HS,4,0,4,Other or Multiple,Cohabitating,3,1,Other,Non-Hispanic,Never Married,10561.9723033023,1,322,0
2015-2017,29,25-29,Bachelor,0,3,3,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,40775.3966281339,3,364,1
2015-2017,38,35-39,Some College,0,0,0,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,12414.879817842,1,312,0
2015-2017,26,25-29,HS,1,2,3,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,14991.8944355811,3,347,1
2015-2017,23,20-24,HS,0,0,0,Hispanic,Never Married,0,0,White,Hispanic,Never Married,8338.09811359433,2,312,0
2015-2017,37,35-39,Bachelor,2,0,2,Other or Multiple,Married,1,1,Other,Non-Hispanic,Married,4995.66092451205,4,309,0
2015-2017,23,20-24,Some College,0,2,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,9150.11906970124,1,316,1
2015-2017,23,20-24,Bachelor,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,10439.9374400306,2,322,0
2015-2017,16,15-19,<HS,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3183.10406195513,4,330,1
2015-2017,24,20-24,<HS,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,7345.14286866072,4,367,1
2015-2017,29,25-29,Bachelor,2,1,3,Non-Hispanic White,Married,2,1,White,Non-Hispanic,Married,16796.1153580025,4,309,1
2015-2017,30,30-34,Bachelor,0,0,0,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,12088.2519717289,1,364,0
2015-2017,40,40-44,Some College,1,0,1,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,6514.25491171178,1,364,0
2015-2017,23,20-24,Some College,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,8237.11392287456,2,367,1
2015-2017,19,15-19,Some College,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,5679.37804488817,4,329,1
2015-2017,44,40-44,Some College,3,0,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,20257.3471997737,2,322,0
2015-2017,21,20-24,HS,3,1,4,Non-Hispanic Black,Never Married,2,1,Black,Non-Hispanic,Never Married,2339.71382625366,4,330,1
2015-2017,32,30-34,HS,2,1,3,Hispanic,Married,1,1,White,Hispanic,Married,2833.90336709177,4,331,1
2015-2017,29,25-29,HS,1,0.5,1.5,Non-Hispanic Black,Cohabitating,0,0,Black,Non-Hispanic,Never Married,8299.77495642621,3,364,1
2015-2017,30,30-34,Some College,3,0,3,Non-Hispanic White,Married,2,1,White,Non-Hispanic,Married,24514.4263465758,2,311,0
2015-2017,17,15-19,<HS,0,4,4,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,16834.4263139059,2,322,1
2015-2017,44,40-44,Some College,1,0,1,Hispanic,Never Married,0,0,Black,Hispanic,Never Married,2826.74792620413,2,309,0
2015-2017,16,15-19,<HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,8692.02991420025,3,309,1
2015-2017,26,25-29,<HS,3,1,4,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,5178.96381627149,3,365,1
2015-2017,20,20-24,Some College,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,2717.13012494434,2,305,1
2015-2017,29,25-29,HS,1,1,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,10293.6145823807,2,366,1
2015-2017,19,15-19,HS,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,18281.0072037381,3,366,0
2015-2017,29,25-29,HS,3,0,3,Hispanic,Cohabitating,1,1,White,Hispanic,Never Married,4166.40473145834,1,312,0
2015-2017,32,30-34,HS,0,1,1,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,17771.080312491,2,330,1
2015-2017,44,40-44,Some College,2,1,3,Non-Hispanic Black,Formerly Married,0,0,Black,Non-Hispanic,Formerly Married,11455.7345793101,2,368,1
2015-2017,17,15-19,<HS,0,5,5,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,28452.0056040625,3,365,1
2015-2017,34,30-34,Post-Grad,3,0,3,Non-Hispanic White,Married,2,1,White,Non-Hispanic,Married,17507.9687387467,4,368,0
2015-2017,26,25-29,<HS,3,0,3,Non-Hispanic White,Formerly Married,3,1,White,Non-Hispanic,Formerly Married,3584.71175644594,3,367,0
2015-2017,29,25-29,HS,3,0,3,Non-Hispanic White,Formerly Married,1,1,White,Non-Hispanic,Formerly Married,6325.20751779077,1,347,0
2015-2017,15,15-19,<HS,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,7606.93782737232,3,351,1
2015-2017,28,25-29,<HS,7,0,7,Hispanic,Never Married,1,1,White,Hispanic,Never Married,2377.63308827313,1,330,0
2015-2017,21,20-24,HS,0,3,3,Hispanic,Cohabitating,0,0,Other,Hispanic,Never Married,13713.1628084172,1,347,1
2015-2017,28,25-29,Some College,3,0,3,Other or Multiple,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,9477.19357545269,3,329,0
2015-2017,20,20-24,Some College,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,17257.4776574562,2,312,1
2015-2017,24,20-24,Bachelor,0,3,3,Hispanic,Married,0,0,White,Hispanic,Married,7866.32917399913,4,305,1
2015-2017,28,25-29,HS,0,2,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,7970.58090040738,1,351,1
2015-2017,32,30-34,Some College,3,0,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,7856.88840712147,4,305,0
2015-2017,39,35-39,<HS,4,0,4,Hispanic,Married,0,0,White,Hispanic,Married,22237.0325862968,1,312,0
2015-2017,34,30-34,Some College,2,1,3,Hispanic,Formerly Married,0,0,White,Hispanic,Formerly Married,28908.3535158622,1,337,1
2015-2017,30,30-34,Some College,1,1,2,Hispanic,Married,1,1,Other,Hispanic,Married,19871.9041110028,2,305,1
2015-2017,30,30-34,Bachelor,0,3,3,Hispanic,Never Married,0,0,White,Hispanic,Never Married,4773.58493804271,1,305,1
2015-2017,18,15-19,HS,0,4,4,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,3780.70383520727,3,316,1
2015-2017,17,15-19,<HS,0,0,0,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,11379.4719745443,1,331,0
2015-2017,41,40-44,Post-Grad,0,1,1,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,4587.66064222949,3,368,1
2015-2017,34,30-34,HS,1,1,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Formerly Married,21240.7239826953,4,343,1
2015-2017,16,15-19,<HS,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,15741.7485584823,1,364,0
2015-2017,23,20-24,Bachelor,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,32070.3052605001,4,365,1
2015-2017,24,20-24,Some College,1,1,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,3499.68655474968,3,312,1
2015-2017,17,15-19,<HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,14633.249553934,1,311,1
2015-2017,43,40-44,Some College,2,0,2,Non-Hispanic Black,Formerly Married,0,0,Black,Non-Hispanic,Formerly Married,3658.36696322963,4,368,0
2015-2017,31,30-34,Bachelor,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,12478.7898883874,1,347,0
2015-2017,17,15-19,<HS,0,2,2,Other or Multiple,Never Married,0,0,Other,Non-Hispanic,Never Married,4474.90420844199,4,316,1
2015-2017,26,25-29,Bachelor,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,6532.25787589186,4,368,1
2015-2017,43,40-44,Some College,5,0,5,Hispanic,Formerly Married,0,0,White,Hispanic,Formerly Married,14981.833053187,4,305,0
2015-2017,37,35-39,Some College,1,1,2,Hispanic,Never Married,1,1,White,Hispanic,Never Married,2414.75454104886,2,312,1
2015-2017,25,25-29,HS,1,1,2,Non-Hispanic White,Cohabitating,1,1,White,Non-Hispanic,Never Married,27137.7874614464,2,311,1
2015-2017,40,40-44,<HS,3,0,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,11638.6105488556,1,316,0
2015-2017,15,15-19,<HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,4747.70682448125,2,329,1
2015-2017,35,35-39,Bachelor,2,0,2,Other or Multiple,Married,1,1,White,Non-Hispanic,Married,24779.7329222975,1,311,0
2015-2017,25,25-29,Some College,1,3,4,Hispanic,Married,1,1,White,Hispanic,Married,44820.3813401654,3,311,1
2015-2017,38,35-39,Some College,3,0,3,Hispanic,Never Married,1,1,Other,Hispanic,Never Married,18171.6789202718,2,337,0
2015-2017,41,40-44,Bachelor,3,0,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,64965.8083201703,4,311,0
2015-2017,34,30-34,HS,1,0,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,5697.34690693245,3,330,0
2015-2017,29,25-29,Some College,1,0,1,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,9413.21709027508,1,311,0
2015-2017,21,20-24,<HS,0,1,1,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,4482.78521559374,4,367,1
2015-2017,24,20-24,HS,2,1,3,Hispanic,Cohabitating,1,1,White,Hispanic,Never Married,6427.06495773694,3,312,1
2015-2017,31,30-34,HS,6,1,7,Other or Multiple,Married,2,1,Other,Non-Hispanic,Married,17757.8048275877,2,330,1
2015-2017,18,15-19,HS,0,4,4,Hispanic,Never Married,0,0,White,Hispanic,Never Married,8551.76677648454,2,343,1
2015-2017,39,35-39,Bachelor,1,0,1,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,4259.49949702821,2,364,0
2015-2017,16,15-19,<HS,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,4274.12797426576,3,305,1
2015-2017,27,25-29,HS,3,0,3,Non-Hispanic White,Married,3,1,White,Non-Hispanic,Married,8261.60246254542,4,311,0
